Tema,Título,Tese,Situação,Ramo,Relator,Processo paradigma
1116,"Controvérsia relativa à observância dos parâmetros previstos na legislação local, para fins de concessão de auxílio-alimentação.","É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à observância dos parâmetros previstos na legislação local, para fins de concessão de auxílio-alimentação",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,ARE 1295401
1115,"Pagamento da indenização por atividade em localidade estratégica (adicional de fronteira), prevista na Lei 12.855/2013, durante o gozo de férias regulamentares.","É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa ao pagamento da indenização por atividade em localidade estratégica (adicional de fronteira), prevista na Lei 12.855/2013, durante o gozo de férias regulamentares.",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,RE 1293097
1114,"Possibilidade de reconhecer ao soldado temporário da Polícia Militar, contratado para serviço auxiliar voluntário - nos termos da Lei Federal 10.029/2000 e da Lei 11.064/2002 do Estado de São Paulo -, obrigações de natureza trabalhista e previdenciária.","O sistema de prestação voluntária de serviço auxiliar de Polícia Militar, previsto pela Lei Federal 10.029/2000 e instituído no Estado de São Paulo pela Lei 11.064/2002, cujas despesas são custeadas por auxílio mensal, de natureza meramente indenizatória, não gera vínculo empregatício nem obrigação de natureza trabalhista, previdenciária ou afim.",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,RE 1231242
1113,Inclusão do valor da subvenção econômica da Lei 10.604/2002 na base de cálculo do ICMS sobre energia elétrica.,,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO TRIBUTÁRIO,MIN. CRISTIANO ZANIN,RE 990115
1112,"Controvérsia relativa à existência de direito adquirido à diferença de correção monetária dos saldos das contas vinculadas ao FGTS, referente ao Plano Collor II (fevereiro de 1991).","Inexiste direito adquirido à diferença de correção monetária dos saldos das contas vinculadas ao FGTS referente ao Plano Collor II (fevereiro de 1991), conforme entendimento firmado no RE 226.855, o qual não foi superado pelo julgamento do RE 611.503 (Tema 360).",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. ALEXANDRE DE MORAES,ARE 1288550
1111,Inclusão da contribuição previdenciária substitutiva incidente sobre a receita bruta (CPRB) na base de cálculo da contribuição ao PIS e da COFINS.,"É infraconstitucional a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à inclusão da contribuição previdenciária substitutiva incidente sobre a receita bruta (CPRB) na base de cálculo da contribuição ao PIS e da COFINS.",Ativo · RG negada - matéria infraconstitucional,DIREITO TRIBUTÁRIO,MIN. DIAS TOFFOLI,RE 1244117
1110,"Possibilidade da manutenção do regime de tributação incidente sobre o total das remunerações pagas ou creditadas, na forma do art. 22 da Lei 8.212/91, de acordo com tratamento dado pela legislação às empresas que não foram abarcadas pelo regime substitutivo da Lei 12.546/2011.",É infraconstitucional e depende de reexame de fatos e provas a controvérsia envolvendo o regime tributário instituído pela Lei nº 12.546/2011 relativamente à contribuição previdenciária incidente sobre a receita bruta substitutiva daquelas previstas nos incisos I e III do art. 22 da Lei 8.212/91.,Ativo · RG negada - matéria infraconstitucional,DIREITO TRIBUTÁRIO,MIN. DIAS TOFFOLI,RE 1266813
1109,"Possibilidade de manutenção do pagamento da contribuição previdenciária substitutiva prevista no art. 8º da Lei 12.546/2011 (CPRB), no ano-calendário de 2018, em face da irretratabilidade prevista no art. 9º, § 13, da Lei nº. 12.546/11 e a exclusão de determinadas atividades econômicas operadas pela Lei 13.670/2018.","É infraconstitucional e depende da análise de fatos e provas, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à alteração legislativa promovida pela Lei nº 13.670, de 2018, que excluiu da opção pela contribuição substitutiva (CPRB) as pessoas jurídicas que fabricam determinados produtos, inclusive no que se refere à irretratabilidade prevista no art. 9º, § 13, da Lei nº 12.546, de 2011.",Ativo · RG negada - matéria infraconstitucional,DIREITO TRIBUTÁRIO,MIN. DIAS TOFFOLI,RE 1286672
1108,Aplicabilidade do princípio da anterioridade geral (anual ou de exercício) em face das reduções de benefícios fiscais previstos no Regime Especial de Reintegração de Valores Tributários para as Empresas Exportadoras (Reintegra).,"As reduções do percentual de crédito a ser apurado no REINTEGRA, assim como a revogação do bene-fício, ensejam a majoração indireta das contribuições para o PIS e COFINS e devem observar, quanto à sua vigência, o princípio da anterioridade nonagesimal, previsto no art. 195, § 6º, da Constituição Federal, não se lhes aplicando o princípio da anterioridade geral ou de exercício, previsto no art. 150, III, b.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. CRISTIANO ZANIN,ARE 1285177
1107,"Possibilidade de o segurado que exerce atividades em condições especiais, quando em gozo de auxílio-doença de natureza não acidentária, utilizar o cômputo desse mesmo período como tempo de serviço especial.","É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à consideração, como tempo especial, dos períodos de gozo de auxílio-doença não acidentário.",Ativo · RG negada - matéria infraconstitucional,DIREITO PREVIDENCIÁRIO,MINISTRO PRESIDENTE,RE 1279819
1106,"Definição do termo inicial da incidência de correção monetária referente ao ressarcimento de créditos tributários escriturais excedentes de tributo sujeito ao regime não-cumulativo, quando excedido o prazo a que alude o artigo 24 da Lei 11.457/2007.","É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa ao termo inicial da incidência de correção monetária - se da data do protocolo do requerimento administrativo pelo contribuinte ou do dia seguinte ao escoamento do prazo de 360 dias previsto no artigo 24 da Lei 11.457/2007 - referente ao ressarcimento de créditos tributários escriturais excedentes de tributo sujeito ao regime não-cumulativo.",Ativo · RG negada - matéria infraconstitucional,DIREITO TRIBUTÁRIO,MINISTRO PRESIDENTE,RE 1283640
1105,Exigibilidade de prévio requerimento administrativo como requisito para postular em juízo a concessão do benefício de auxílio-acidente precedido de auxílio-doença acidentário.,"É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à necessidade de requerimento administrativo, perante o Instituto Nacional do Seguro Social (INSS), considerado o entendimento firmado no RE 631.240 (Tema 350), como requisito para postular em juízo a concessão do benefício de auxílio-acidente precedido de auxílio-doença acidentário.",Ativo · RG negada - matéria infraconstitucional,DIREITO PREVIDENCIÁRIO,MINISTRO PRESIDENTE,RE 1287510
1104,Requisitos legais necessários para a concessão do benefício previdenciário de aposentadoria híbrida por idade.,"É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à definição e ao preenchimento dos requisitos legais necessários para a concessão de aposentadoria híbrida, prevista no art. 48, § 3º da Lei nº 8.213/91.",Ativo · RG negada - matéria infraconstitucional,DIREITO PREVIDENCIÁRIO,MINISTRO PRESIDENTE,RE 1281909
1103,"Possibilidade dos pais deixarem de vacinar os seus filhos, tendo como fundamento convicções filosóficas, religiosas, morais e existenciais.","É constitucional a obrigatoriedade de imunização por meio de vacina que, registrada em órgão de vigilância sanitária, (i) tenha sido incluída no Programa Nacional de Imunizações ou (ii) tenha sua aplicação obrigatória determinada em lei ou (iii) seja objeto de determinação da União, Estado, Distrito Federal ou Município, com base em consenso médico-científico. Em tais casos, não se caracteriza violação à liberdade de consciência e de convicção filosófica dos pais ou responsáveis, nem tampouco ao poder familiar.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO CIVIL,MIN. LUÍS ROBERTO BARROSO,ARE 1267879
1102,"Possibilidade de revisão de benefício previdenciário mediante a aplicação da regra definitiva do artigo 29, incisos I e II, da Lei nº 8.213/91, quando mais favorável do que a regra de transição contida no artigo 3º da Lei nº 9.876/99, aos segurados que ingressaram no Regime Geral de Previdência Social antes da publicação da referida Lei nº 9.876/99, ocorrida em 26/11/99.","1. A declaração de constitucionalidade do art. 3º da Lei n. 9.876/1999 impõe que o dispositivo legal seja observado de forma cogente pelos demais órgãos do Poder Judiciário e pela Administração Pública, em sua interpretação textual, que não permite exceção. O segurado do INSS que se enquadre no dispositivo não pode optar pela regra definitiva prevista no art. 29, I e II, da Lei n. 8.213/1991, independentemente de lhe ser mais favorável. 
2. Ficam modulados os efeitos dessa decisão para determinar: a) a irrepetibilidade dos valores percebidos pelos segurados em virtude de decisões judiciais, definitivas ou provisórias, prolatadas até 5/4/24, data da publicação da ata de julgamento do mérito das ADI nºs 2.110/DF e 2.111/DF; b) excepcionalmente, no presente caso, a impossibilidade de se cobrarem valores a título de honorários sucumbenciais, custas e perícias contábeis dos autores que buscavam, por meio de ações judiciais pendentes de conclusão até a referida data, a revisão da vida toda. Ficam mantidas as eventuais repetições realizadas quanto aos valores a que se refere o item a) e os eventuais pagamentos quanto aos valores a que se refere o item b) efetuados.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PREVIDENCIÁRIO,MIN. ALEXANDRE DE MORAES,RE 1276977
1101,"Aplicação do regime de falência e recuperação judicial, previsto na Lei nº 11.101/05, às empresas estatais.","É constitucional o art. 2º, I, da Lei nº 11.101/2005 quanto à inaplicabilidade do regime falimentar às empresas públicas e sociedades de economia mista, ainda que desempenhem atividades em regime de concorrência com a iniciativa privada, em razão do eminente interesse público/coletivo na sua criação e da necessidade de observância do princípio do paralelismo das formas.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO CIVIL,MIN. FLÁVIO DINO,RE 1249945
1100,"Definição individualizada da natureza jurídica de verbas percebidas pelo empregado, bem como de sua respectiva habitualidade, para fins de incidência da contribuição previdenciária a cargo do empregador sobre a folha de salários e demais rendimentos conforme o art. 22, I, da Lei nº 8.212/1991.","É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à definição individualizada da natureza jurídica de verbas percebidas pelo empregado, bem como de sua respectiva habitualidade, para fins de incidência da contribuição previdenciária a cargo do empregador conforme o art. 22, I, da Lei nº 8.212/1991.",Ativo · RG negada - matéria infraconstitucional,DIREITO TRIBUTÁRIO,MINISTRO PRESIDENTE,ARE 1260750
1099,Incidência de Imposto Sobre Circulação de Mercadorias e Serviços (ICMS) sobre o deslocamento de mercadorias de um estabelecimento para outro do mesmo contribuinte localizados em estados distintos.,"Não incide ICMS no deslocamento de bens de um estabelecimento para outro do mesmo contribuinte localizados em estados distintos, visto não haver a transferência da titularidade ou a realização de ato de mercancia.",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO TRIBUTÁRIO,MINISTRO PRESIDENTE,ARE 1255885
